"tcs_no","main","midblock_route","side_one_route","side_two_route","activation_date","latitude","longitude","count_date","peak_eight_hr_vehicle_volume","peak_eight_hr_pedestrian_volume"
1255," KEELE ST ",""," WHITBURN CRES ","",1977-04-05T00:00:00.0000000,43.73695,-79.48453,2016-03-08T00:00:00.0000000,18559,370
1256," STEELES AVE W ",""," KIPLING AVE ","",1979-11-21T00:00:00.0000000,43.75963,-79.5899,2015-05-18T00:00:00.0000000,22401,1133
1257," FINCH AVE E ",""," MARKHAM RD ","",1973-11-06T00:00:00.0000000,43.81302,-79.24308,2016-12-06T00:00:00.0000000,33428,1015
1258," FINCH AVE E ",""," TAPSCOTT RD ","",1980-04-07T00:00:00.0000000,43.81427,-79.23713,2016-12-06T00:00:00.0000000,16875,506
1259," YONGE ST ",""," LORD SEATON W YONGE RAMP ","",1979-10-05T00:00:00.0000000,43.7526321,-79.40839,2017-05-27T00:00:00.0000000,25567,54
1260," STEELES AVE E ",""," MIDLAND AVE ","",1978-01-11T00:00:00.0000000,43.82601,-79.29731,2015-05-23T00:00:00.0000000,21533,1735
1261," STEELES AVE E ",""," HWY 404 SB OFF RAMP ","",1978-10-11T00:00:00.0000000,43.81243,-79.3553162,2012-06-18T00:00:00.0000000,36241,49
1262," STEELES AVE E ",""," HWY 404 NB OFF RAMP "," WOODBINE AVE ",1966-10-13T00:00:00.0000000,43.814,-79.34862,2017-03-23T00:00:00.0000000,56432,626
1263," WARDEN AVE ",""," BRIDLETOWNE CRCL ","",1980-05-21T00:00:00.0000000,43.8015,-79.31874,2015-05-05T00:00:00.0000000,16630,1286
1264," STEELES AVE E ",""," SILVER STAR BLVD "," OLD KENNEDY RD ",1975-06-30T00:00:00.0000000,43.82536,-79.30007,2015-05-02T00:00:00.0000000,26409,3283
1265," EASTERN AVE ",""," KNOX AVE ","",1977-05-04T00:00:00.0000000,43.66254,-79.32523,2016-04-26T00:00:00.0000000,8061,250
1266," ADELAIDE ST W ",""," DUNCAN ST ","",1977-04-28T00:00:00.0000000,43.64822,-79.38866,2010-07-28T00:00:00.0000000,9502,3714
1267," DANFORTH AVE ",""," WESTLAKE AVE ","",1978-02-10T00:00:00.0000000,43.68747,-79.3051,2015-05-07T00:00:00.0000000,11931,1366
1268," BIRCHMOUNT RD ",""," LAURA SECORD WALK ","",1977-01-12T00:00:00.0000000,43.75587,-79.28823,2016-12-13T00:00:00.0000000,16383,136
1269," BLOOR ST W ",""," MANNING AVE ","",1979-06-27T00:00:00.0000000,43.66409,-79.41603,2018-01-10T00:00:00.0000000,8630,6120
1270," BLOOR ST W ",""," HAVELOCK ST ","",1979-06-28T00:00:00.0000000,43.6605034,-79.43242,2012-04-10T00:00:00.0000000,11442,1164
1271," DUFFERIN ST "," 60m SOUTH OF "," HUNTER AVE ","",1976-01-12T00:00:00.0000000,43.69391,-79.44949,2016-04-12T00:00:00.0000000,13213,112
1272," DUFFERIN ST ",""," BRANDON AVE ","",1976-03-30T00:00:00.0000000,43.67046,-79.43987,2016-04-12T00:00:00.0000000,12661,586
1273," DUNDAS ST W ",""," HURON ST ","",1976-07-22T00:00:00.0000000,43.65336,-79.39612,2013-03-27T00:00:00.0000000,7630,9393
1274," DUNDAS ST W ",""," GRACE ST ","",1978-10-02T00:00:00.0000000,43.65073,-79.41393,2012-03-21T00:00:00.0000000,9436,1682
1275," DUNDAS ST W ",""," SHAW ST ","",1978-02-05T00:00:00.0000000,43.64986,-79.41827,2014-08-19T00:00:00.0000000,9477,1839
1276," ALBION RD ",""," WESTMORE DR ","",1981-04-28T00:00:00.0000000,43.74367,-79.60392,2016-05-24T00:00:00.0000000,14691,238
1277," PROGRESS AVE ",""," BELLAMY RD N "," CORPORATE DR ",1977-06-05T00:00:00.0000000,43.78021,-79.24389,2016-03-21T00:00:00.0000000,14928,163
1278," EGLINTON AVE W ",""," LLOYD MANOR RD "," WIDDICOMBE HILL BLVD ",1985-01-23T00:00:00.0000000,43.67566,-79.55768,2017-12-09T00:00:00.0000000,20137,554
1279," MIDLAND AVE ",""," VERDUN AVE ","",1980-03-07T00:00:00.0000000,43.72891,-79.25568,2016-06-01T00:00:00.0000000,6306,467
1280," CONSUMERS RD "," 90m SOUTH OF "," YORKLAND BLVD "," PRIVATE ACCESS ",1980-05-21T00:00:00.0000000,43.77051,-79.3309,2010-04-21T00:00:00.0000000,9725,580
1281," DANFORTH AVE ",""," EAST LYNN AVE "," WOODMOUNT AVE ",1980-06-16T00:00:00.0000000,43.68517,-79.31525,2015-05-07T00:00:00.0000000,10799,3094
1282," BRIMLEY RD ",""," DORCOT AVE ","",1978-04-05T00:00:00.0000000,43.75898,-79.25713,2016-12-15T00:00:00.0000000,12594,156
1283," ST CLAIR AVE E ",""," LINDEN AVE "," PRIVATE ACCESS ",1978-02-02T00:00:00.0000000,43.71779,-79.25575,2016-12-14T00:00:00.0000000,10502,196
1284," LAWRENCE AVE E ",""," HOWDEN RD "," UNDERWRITERS RD ",1978-01-08T00:00:00.0000000,43.74686,-79.28792,2010-07-21T00:00:00.0000000,22092,928
1285," WARDEN AVE ",""," FAIRFAX CRES "," PRIVATE ACCESS ",1977-11-30T00:00:00.0000000,43.7162,-79.28275,2014-06-24T00:00:00.0000000,13550,1465
1286," WARDEN AVE ",""," WAYNE AVE ","",1971-07-21T00:00:00.0000000,43.73789,-79.29167,2014-11-26T00:00:00.0000000,16237,195
1287," WARDEN AVE ",""," MCNICOLL AVE ","",1980-07-15T00:00:00.0000000,43.80637,-79.32095,2015-05-05T00:00:00.0000000,24583,817
1288," LAWRENCE AVE E ",""," MOSSBANK DR ","",1977-11-15T00:00:00.0000000,43.76288,-79.21103,2010-12-15T00:00:00.0000000,13750,838
1289," STEELES AVE W ",""," WESTON RD ","",1980-08-07T00:00:00.0000000,43.77032,-79.54659,2014-11-22T00:00:00.0000000,18994,154
1290," YONGE ST ",""," WOODLAWN AVE ","",1978-10-16T00:00:00.0000000,43.68398,-79.39237,2015-10-28T00:00:00.0000000,14101,1573
1291," YONGE ST ",""," HEATH ST ","",1979-11-10T00:00:00.0000000,43.6900864,-79.3948746,2014-05-06T00:00:00.0000000,17192,9239
1292," YONGE ST ",""," MERTON ST ","",1976-06-07T00:00:00.0000000,43.69614,-79.3962,2014-04-14T00:00:00.0000000,16106,707
1293," EGLINTON AVE E ",""," BEACHELL ST "," PRIVATE ACCESS ",1984-06-12T00:00:00.0000000,43.74253,-79.2221,2012-03-22T00:00:00.0000000,13379,1227
1294," PHARMACY AVE ",""," DENTON AVE ","",1978-06-29T00:00:00.0000000,43.693943,-79.2840652,2015-06-15T00:00:00.0000000,5109,833
1295," PHARMACY AVE ",""," ASHTONBEE RD ","",1978-07-28T00:00:00.0000000,43.72855,-79.2986,2013-03-12T00:00:00.0000000,11794,799
1296," SHEPPARD AVE W ",""," JOHN DRURY DR ","",1980-08-14T00:00:00.0000000,43.7483,-79.48277,2014-02-20T00:00:00.0000000,12836,315
1297," YORK MILLS RD ",""," HARRISON RD ","",1977-07-26T00:00:00.0000000,43.7498,-79.37874,2016-03-09T00:00:00.0000000,13537,167
1298," YORK MILLS RD ",""," SANDFIELD RD ","",1977-01-09T00:00:00.0000000,43.7505531,-79.37486,2016-03-09T00:00:00.0000000,13444,456
1299," LESLIE ST "," 67m SOUTH OF "," DEXTER BLVD ","",1980-08-15T00:00:00.0000000,43.79898,-79.37013,2009-05-01T00:00:00.0000000,11869,555
1300," BURNHAMTHORPE RD ",""," MILL RD ","",1971-12-07T00:00:00.0000000,43.63925,-79.58432,2014-09-30T00:00:00.0000000,22625,629
1301," CALEDONIA RD ",""," GLENCAIRN AVE ","",1978-02-11T00:00:00.0000000,43.70467,-79.46478,2011-02-24T00:00:00.0000000,11131,592
1302," CALEDONIA RD ",""," ORFUS RD ","",1976-10-12T00:00:00.0000000,43.71777,-79.46814,2011-03-15T00:00:00.0000000,9072,309
1303," COLLEGE ST ",""," CRAWFORD ST ","",1979-08-16T00:00:00.0000000,43.65519,-79.41901,2017-01-12T00:00:00.0000000,8708,3172
1304," DAVENPORT RD ",""," SYMINGTON AVE ","",1979-06-07T00:00:00.0000000,43.67074,-79.45323,2015-04-23T00:00:00.0000000,9648,898
1305," DUNDAS ST W ",""," RONCESVALLES AVE ","",1975-12-29T00:00:00.0000000,43.65388,-79.45181,2015-04-11T00:00:00.0000000,8966,2818
1306," DUNDAS ST W ",""," ROYALAVON CRES "," MICHAEL POWER PL ",1977-08-11T00:00:00.0000000,43.64524,-79.53197,2016-05-12T00:00:00.0000000,12467,1145
1307," EGLINTON AVE W ",""," WILLIAM R ALLEN RD N ","",1980-09-18T00:00:00.0000000,43.69902,-79.43502,2012-10-29T00:00:00.0000000,26378,1000
1308," EGLINTON AVE W ",""," LASCELLES BLVD "," PRIVATE ACCESS ",1979-12-28T00:00:00.0000000,43.70567,-79.40373,2010-07-27T00:00:00.0000000,14011,2345
1309," EGLINTON AVE W ",""," EDEN VALLEY DR "," RUSSELL RD ",1978-12-09T00:00:00.0000000,43.68111,-79.53289,2011-07-04T00:00:00.0000000,19243,639
1310," EVANS AVE ",""," GAIR DR ","",1977-12-16T00:00:00.0000000,43.60994,-79.55212,2017-03-06T00:00:00.0000000,11843,251
1311," HARBORD ST ",""," PALMERSTON BLVD ","",1976-06-21T00:00:00.0000000,43.66106,-79.41216,2011-04-21T00:00:00.0000000,8469,986
1312," ISLINGTON AVE ",""," BIRMINGHAM ST ","",1979-07-12T00:00:00.0000000,43.60329,-79.50629,2014-06-07T00:00:00.0000000,6801,359
1313," ISLINGTON AVE ",""," NEW TORONTO ST ","",1979-04-12T00:00:00.0000000,43.60677,-79.5066,2014-04-29T00:00:00.0000000,8332,118
1314," ISLINGTON AVE ",""," JUDSON ST ","",1979-04-12T00:00:00.0000000,43.61375,-79.50845,2014-04-29T00:00:00.0000000,10698,89
1315," ISLINGTON AVE ",""," POPLAR HEIGHTS DR "," PRINCESS MARGARET BLVD ",1978-06-09T00:00:00.0000000,43.67567,-79.53709,2014-04-24T00:00:00.0000000,16131,106
1316," JANE ST ",""," ARDAGH ST ","",1979-11-07T00:00:00.0000000,43.65576,-79.4871,2011-08-17T00:00:00.0000000,10251,629
1317," JANE ST ",""," BALA AVE "," EMMETT AVE ",1980-03-01T00:00:00.0000000,43.69015,-79.50059,2010-08-24T00:00:00.0000000,13368,847
1318," JANE ST ",""," HARDING AVE ","",1979-03-04T00:00:00.0000000,43.69957,-79.50287,2011-03-02T00:00:00.0000000,15874,825
1319," KEELE ST ",""," RUSTIC RD ","",1978-02-08T00:00:00.0000000,43.71787,-79.48009,2016-04-07T00:00:00.0000000,22227,316
1320," KING ST W ",""," JOHN ST ","",1979-11-29T00:00:00.0000000,43.64662,-79.38976,2017-05-17T00:00:00.0000000,10325,25059
1321," KIPLING AVE ",""," BLOOR ST W "," KIPLING N DUNDAS W RAMP ",1976-08-07T00:00:00.0000000,43.64174,-79.53556,2013-01-10T00:00:00.0000000,19184,104
1322," KIPLING AVE ",""," NEW TORONTO ST "," PRIVATE ACCESS ",1976-10-15T00:00:00.0000000,43.60398,-79.51933,2013-12-11T00:00:00.0000000,10857,641
1323," KIPLING AVE ",""," OLIVEWOOD RD ","",1976-12-15T00:00:00.0000000,43.63547,-79.5329361,2014-12-16T00:00:00.0000000,19812,237
1324," LAKE SHORE BLVD W ",""," FIFTH ST ","",1979-07-12T00:00:00.0000000,43.60131,-79.50301,2015-11-12T00:00:00.0000000,8224,1948
1325," LAKE SHORE BLVD W ",""," ISLINGTON AVE "," SEVENTH ST ",1979-07-12T00:00:00.0000000,43.60083,-79.50525,2016-05-14T00:00:00.0000000,16130,1950
1326," LAWRENCE AVE W ",""," BRUCEWOOD CRES "," GLENMOUNT AVE ",1977-09-22T00:00:00.0000000,43.71852,-79.43295,2011-08-15T00:00:00.0000000,17809,886
1327," NORTH QUEEN ST ",""," SHORNCLIFFE RD ","",1977-12-16T00:00:00.0000000,43.62252,-79.5406,2010-01-14T00:00:00.0000000,11356,29
1328," OLD WESTON RD ",""," TURNBERRY AVE ","",1978-12-04T00:00:00.0000000,43.67841,-79.46481,2013-10-17T00:00:00.0000000,9529,472
1329," QUEEN ST W ",""," DUFFERIN ST ","",1978-02-02T00:00:00.0000000,43.64222,-79.42863,2016-06-11T00:00:00.0000000,14622,6472
1330," QUEEN ST W ",""," DUNN AVE ","",1978-02-14T00:00:00.0000000,43.64107,-79.43451,2011-08-25T00:00:00.0000000,7262,2643
1331," QUEEN ST W ",""," GLADSTONE AVE "," SUDBURY ST ",1959-11-08T00:00:00.0000000,43.64252,-79.42717,2016-04-26T00:00:00.0000000,10496,1546
1332," QUEEN ST W ",""," STRACHAN AVE ","",1979-06-11T00:00:00.0000000,43.64537,-79.41319,2009-08-19T00:00:00.0000000,9898,1979
1333," SHEPPARD AVE E ",""," ARAGON AVE "," BAY MILLS BLVD ",1981-04-23T00:00:00.0000000,43.7796,-79.30439,2014-04-02T00:00:00.0000000,15650,787
1334," ROYAL YORK RD ",""," EVANS AVE ","",1976-03-09T00:00:00.0000000,43.62102,-79.50034,2016-05-09T00:00:00.0000000,11045,472
1335," SPADINA AVE ",""," SULLIVAN ST ","",1977-09-21T00:00:00.0000000,43.65091,-79.39723,2012-08-28T00:00:00.0000000,9635,5444
1336," ST CLAIR AVE W ",""," WELLS HILL AVE ","",1978-01-19T00:00:00.0000000,43.6837,-79.41572,2008-09-15T00:00:00.0000000,12266,2887
1337," THE EAST MALL ",""," 427 X N CLOVERDALE RAMP ","",1976-09-07T00:00:00.0000000,43.6340981,-79.55682,2016-06-07T00:00:00.0000000,11223,312
1338," THE QUEENSWAY ",""," CANMOTOR AVE "," LADY BANK RD ",1979-10-30T00:00:00.0000000,43.62436,-79.51167,2014-02-18T00:00:00.0000000,17507,300
1339," NEILSON RD ",""," MCLEVIN AVE ","",1984-11-27T00:00:00.0000000,43.80919,-79.22163,2018-01-27T00:00:00.0000000,13328,1424
1340," THE WEST MALL ",""," WEST MALL CRES "," PRIVATE ACCESS ",1978-07-18T00:00:00.0000000,43.62718,-79.55891,2017-11-28T00:00:00.0000000,12497,583
1341," WESTON RD ",""," WILBY CRES "," WRIGHT AVE ",1978-05-18T00:00:00.0000000,43.69838,-79.5113,2009-09-22T00:00:00.0000000,10637,1083
1342," WILSON AVE "," 200m EAST OF "," DALLNER RD "," PRIVATE ACCESS ",1979-07-08T00:00:00.0000000,43.72031,-79.5116,2016-04-07T00:00:00.0000000,15005,2108
1343," WYNFORD DR ",""," GERVAIS DR ","",1977-07-06T00:00:00.0000000,43.72356,-79.33649,2011-11-14T00:00:00.0000000,10255,717
1344," LAKE SHORE BLVD W ",""," BRITISH COLUMBIA RD ","",1979-06-20T00:00:00.0000000,43.63143,-79.42941,2018-01-24T00:00:00.0000000,27594,20
1345," LAKE SHORE BLVD W ",""," NEWFOUNDLAND RD "," ONTARIO PLACE BLVD ",1979-05-17T00:00:00.0000000,43.6324348,-79.41096,2010-12-14T00:00:00.0000000,22009,120
1346," YORKDALE RD ",""," YORKDALE 401 ALLEN N RAMP "," PRIVATE ACCESS ",1978-01-12T00:00:00.0000000,43.7256,-79.44856,2017-07-08T00:00:00.0000000,10623,1642
1347," YORKDALE 401 ALLEN N RAMP ",""," ALLEN X N 401 C E RAMP "," PRIVATE ACCESS ",1967-01-01T00:00:00.0000000,43.7257462,-79.44745,2007-12-06T00:00:00.0000000,9517,510
1348," BLACK CREEK DR ",""," LAWRENCE AVE W ","",1981-08-06T00:00:00.0000000,43.70496,-79.49411,2016-04-20T00:00:00.0000000,35356,37
1349," RENFORTH DR ",""," ERINGATE DR "," ELMBROOK CRES ",1981-01-16T00:00:00.0000000,43.65993,-79.58331,2017-09-19T00:00:00.0000000,9539,1156
1350," DUNDAS ST W ",""," AUKLAND RD ","",1980-11-21T00:00:00.0000000,43.63853,-79.538,2015-05-20T00:00:00.0000000,23209,1458
1351," COLLEGE ST ",""," ELIZABETH ST ","",1980-10-17T00:00:00.0000000,43.66051,-79.38742,2017-01-17T00:00:00.0000000,11252,11459
1352," PROGRESS AVE ",""," CONSILIUM PL "," GRANGEWAY AVE ",1983-01-01T00:00:00.0000000,43.77668,-79.25052,2016-03-10T00:00:00.0000000,12664,1042
1353," DON MILLS RD ",""," MOATFIELD DR ","",1980-11-27T00:00:00.0000000,43.75866,-79.3471,2010-06-17T00:00:00.0000000,22021,255
1354," DIXON RD ",""," GOLFWOOD HTS "," PRIVATE ACCESS ",1980-05-29T00:00:00.0000000,43.69863,-79.53984,2013-02-19T00:00:00.0000000,12460,152
1355," COXWELL AVE ",""," HANSON ST ","",1980-02-12T00:00:00.0000000,43.67984,-79.32213,2016-05-05T00:00:00.0000000,8094,1662
1356," MCCOWAN RD ",""," BUSHBY DR "," TOWN CENTRE CRT ",1984-05-10T00:00:00.0000000,43.77469,-79.2523,2015-05-02T00:00:00.0000000,22382,1082
1357," BIRCHMOUNT RD ",""," ALLANFORD RD "," SCARDEN AVE ",1983-06-15T00:00:00.0000000,43.77425,-79.29504,2016-12-07T00:00:00.0000000,14850,113
1358," GERRARD ST W ",""," ELIZABETH ST ","",1980-10-15T00:00:00.0000000,43.65819,-79.3864,2017-01-18T00:00:00.0000000,9443,7916
1359," KIPLING AVE ",""," WIDDICOMBE HILL "," WIDDICOMBE HILL BLVD ",1980-10-12T00:00:00.0000000,43.67895,-79.5517,2014-12-03T00:00:00.0000000,10353,270
1360," DAWES RD ",""," CRESCENT TOWN RD ","",1980-11-25T00:00:00.0000000,43.69655,-79.2973,2010-01-06T00:00:00.0000000,7911,87
1361," NEILSON RD ",""," 401 C W NEILSON RD RAMP "," NEILSON RD S 401 C W RAMP ",1980-11-21T00:00:00.0000000,43.7950325,-79.21656,2017-12-12T00:00:00.0000000,16571,12
1362," NEILSON RD ",""," 401 C E NEILSON RD RAMP "," NEILSON RD 401 C E RAMP ",1980-11-21T00:00:00.0000000,43.79291,-79.21516,2018-01-25T00:00:00.0000000,16203,12
1363," STEELES AVE E ",""," BIRCHMOUNT RD ","",1980-09-09T00:00:00.0000000,43.82142,-79.31693,2015-05-23T00:00:00.0000000,27991,574
1364," STEELES AVE E ",""," BLUFFWOOD DR "," FAIRWAY HEIGHTS DR ",1980-02-10T00:00:00.0000000,43.80773,-79.37609,2010-04-20T00:00:00.0000000,20504,106
1366," MOUNT PLEASANT RD ",""," BELSIZE DR ","",1980-08-08T00:00:00.0000000,43.70249,-79.38778,2012-10-15T00:00:00.0000000,18740,1708
1367," DUNDAS ST W ",""," WINDERMERE AVE ","",1977-10-18T00:00:00.0000000,43.66565,-79.48592,2016-05-04T00:00:00.0000000,12360,630
1368," ALBION RD ",""," CARRIER DR ","",1980-11-27T00:00:00.0000000,43.74552,-79.61428,2016-05-24T00:00:00.0000000,13913,163
1369," ALBION RD ",""," HUMBERLINE DR "," PRIVATE ACCESS ",1980-11-27T00:00:00.0000000,43.74689,-79.62201,2016-05-24T00:00:00.0000000,14947,204
1370," ROYAL YORK RD "," 45m NORTH OF "," STRATH HUMBER CRT "," PRIVATE ACCESS ",1977-09-27T00:00:00.0000000,43.66182,-79.51777,2015-06-04T00:00:00.0000000,13594,413
1371," WILSON AVE ",""," JETHRO RD ","",1981-08-01T00:00:00.0000000,43.71878,-79.51842,2016-04-07T00:00:00.0000000,16976,141
1372," MCCOWAN RD ",""," SANDHURST CRCL ","",1984-05-17T00:00:00.0000000,43.8116455,-79.2691956,2015-05-04T00:00:00.0000000,15557,1466
1373," KINGSTON RD ",""," POPLAR RD "," PRIVATE ACCESS ",1984-07-25T00:00:00.0000000,43.76602,-79.1911,2014-10-22T00:00:00.0000000,20850,731
1374," PROGRESS AVE ",""," BOROUGH DR ","",1984-10-25T00:00:00.0000000,43.7765923,-79.25442,2016-03-10T00:00:00.0000000,12214,123
1375," YONGE ST ",""," SOUDAN AVE "," BERWICK AVE ",1976-10-09T00:00:00.0000000,43.70426,-79.39784,2011-08-05T00:00:00.0000000,16322,6264
1376," SPADINA RD ",""," HEATH ST W ","",1981-01-14T00:00:00.0000000,43.68679,-79.41203,2008-03-18T00:00:00.0000000,10258,326
1377," WARDEN AVE ",""," ASHTONBEE RD ","",1976-06-12T00:00:00.0000000,43.73072,-79.28876,2015-05-06T00:00:00.0000000,23270,983
1378," EGLINTON AVE E ",""," DUNFIELD AVE "," PRIVATE ACCESS ",1981-01-29T00:00:00.0000000,43.70738,-79.39548,2012-06-25T00:00:00.0000000,11926,5782
1379," BAYVIEW AVE ",""," POTTERY RD ","",1977-11-05T00:00:00.0000000,43.68798,-79.36359,2012-05-10T00:00:00.0000000,19794,7
1380," FINCH AVE E ",""," SANDHURST CRCL ","",1983-02-02T00:00:00.0000000,43.80887,-79.26276,2015-06-08T00:00:00.0000000,12405,332
1381," YONGE ST ",""," ATHABASKA AVE "," PRIVATE ACCESS ",1984-10-18T00:00:00.0000000,43.79549,-79.41941,2014-05-07T00:00:00.0000000,23927,1562
1382," NEILSON RD ",""," SEWELLS RD "," TAPSCOTT RD ",1984-12-06T00:00:00.0000000,43.80657,-79.21865,2018-01-27T00:00:00.0000000,14777,986
1383," STEELES AVE W ",""," PETROLIA RD "," TANDEM RD ",1984-05-31T00:00:00.0000000,43.7826,-79.49012,2015-05-13T00:00:00.0000000,27549,484
1384," YORK MILLS RD "," 60m EAST OF "," SANDOVER DR ","",1979-11-09T00:00:00.0000000,43.75973,-79.33196,2016-03-09T00:00:00.0000000,14623,335
1385," PROGRESS AVE ",""," CORPORATE DR "," PRIVATE ACCESS ",1984-10-25T00:00:00.0000000,43.77859,-79.25549,2016-03-09T00:00:00.0000000,14428,294
1386," EGLINTON AVE E ",""," CREDIT UNION DR "," SWIFT DR ",1981-12-11T00:00:00.0000000,43.72615,-79.31828,2012-03-01T00:00:00.0000000,32617,431
1387," KINGSTON RD ",""," 401 C W KINGSTON RD RAMP ","",1981-05-02T00:00:00.0000000,43.8000526,-79.14458,2018-01-23T00:00:00.0000000,16170,78
1388," QUEEN ST E ",""," KINGSTON RD "," EASTERN AVE ",1981-10-02T00:00:00.0000000,43.66727,-79.31257,2017-04-22T00:00:00.0000000,14502,2736
1389," DON MILLS RD ",""," GATEWAY BLVD "," PRIVATE ACCESS ",1978-06-14T00:00:00.0000000,43.71439,-79.33642,2010-02-22T00:00:00.0000000,19553,998
1390," GERRARD ST E ",""," SUMACH ST ","",1980-02-19T00:00:00.0000000,43.66318,-79.36148,2011-07-11T00:00:00.0000000,9183,1071
1391," SHERBOURNE ST ",""," ISABELLA ST ","",1979-08-21T00:00:00.0000000,43.66965,-79.3758,2012-08-29T00:00:00.0000000,8911,2450
1392," LOWER JARVIS ST ",""," THE ESPLANADE ","",1980-06-18T00:00:00.0000000,43.64826,-79.3709,2017-06-27T00:00:00.0000000,12239,5396
1393," QUEEN ST E ",""," GREENWOOD AVE ","",1981-04-15T00:00:00.0000000,43.6644,-79.32528,2009-11-03T00:00:00.0000000,9716,1812
1394," MORNINGSIDE AVE "," 95m NORTH OF "," BEATH ST ","",1980-12-31T00:00:00.0000000,43.77559,-79.18901,2016-03-02T00:00:00.0000000,10698,396
1395," PARK LAWN RD ",""," BERRY RD ","",1981-06-08T00:00:00.0000000,43.63619,-79.49343,2011-04-21T00:00:00.0000000,6703,529
1396," KENNEDY RD ",""," PASSMORE AVE "," PURCELL SQ ",1981-12-08T00:00:00.0000000,43.8184624,-79.3047256,2015-05-23T00:00:00.0000000,20817,496
1397," MARKHAM RD ",""," EASTPARK BLVD "," STEVENWOOD RD ",1981-08-13T00:00:00.0000000,43.75568,-79.22403,2014-04-08T00:00:00.0000000,14177,493
1398," MCCOWAN RD ",""," SANDHURST CRCL ","",1981-03-09T00:00:00.0000000,43.80514,-79.26531,2015-04-30T00:00:00.0000000,16272,544
1399," BATHURST ST ",""," GREENWIN VILLAGE RD "," PRIVATE ACCESS ",1981-09-17T00:00:00.0000000,43.79084,-79.44537,2015-03-23T00:00:00.0000000,18326,1194
1400," STEELES AVE W "," 395m WEST OF "," YONGE ST "," PRIVATE ACCESS ",1981-11-18T00:00:00.0000000,43.79703,-79.42484,2012-04-16T00:00:00.0000000,22646,1273
1401," BLOOR ST W ",""," HURON ST ","",1981-11-19T00:00:00.0000000,43.66717,-79.40152,2018-01-11T00:00:00.0000000,10170,7851
1402," BLOOR ST W ",""," ABERFOYLE CRES "," GARDENVALE RD ",1981-11-24T00:00:00.0000000,43.64571,-79.51902,2011-05-19T00:00:00.0000000,16416,858
1403," WESTON RD ",""," GUNNS RD "," PRIVATE ACCESS ",1981-11-25T00:00:00.0000000,43.67595,-79.47032,2012-11-15T00:00:00.0000000,15021,136
1404," ST CLAIR AVE W ",""," GUNNS RD "," OLD STOCK YARDS RD ",1981-11-25T00:00:00.0000000,43.67178,-79.47111,2015-04-22T00:00:00.0000000,13948,974
1405," SPADINA RD ",""," LOWTHER AVE ","",1981-02-12T00:00:00.0000000,43.66897,-79.40475,2017-03-09T00:00:00.0000000,9361,2782
1406," WILLIAM R ALLEN RD ",""," TRANSIT RD "," WILSON HEIGHTS BLVD ",1981-07-12T00:00:00.0000000,43.74183,-79.45432,2014-03-25T00:00:00.0000000,32825,0
1407," WILLIAM R ALLEN RD ",""," SHEPPARD AVE W ","",1981-07-12T00:00:00.0000000,43.75028,-79.46338,2014-04-02T00:00:00.0000000,43882,1287
1408," LAKE SHORE BLVD W ",""," REES ST ","",1981-12-21T00:00:00.0000000,43.63994,-79.387,2012-08-25T00:00:00.0000000,22733,1895
1409," JANE ST ",""," BEVERLY HILLS DR "," PRIVATE ACCESS ",1981-12-16T00:00:00.0000000,43.71912,-79.50813,2010-09-28T00:00:00.0000000,20524,1275
1410," YONGE ST ",""," BELSIZE DR ","",1981-12-21T00:00:00.0000000,43.70033,-79.39703,2009-05-28T00:00:00.0000000,13039,1374
1411," PHARMACY AVE ",""," INNISWOOD DR ","",1981-12-30T00:00:00.0000000,43.73937,-79.30308,2011-02-24T00:00:00.0000000,9940,324
1412," RENFORTH DR ",""," CONVAIR DR ","",1982-01-13T00:00:00.0000000,43.6722,-79.59333,2012-02-16T00:00:00.0000000,21403,116
1413," BIRCHMOUNT RD ",""," MCNICOLL AVE ","",1982-01-28T00:00:00.0000000,43.80866,-79.31115,2016-12-10T00:00:00.0000000,17510,94
1414," STEELES AVE W ",""," BLACK HAWKWAY "," NEW WESTMINSTER DR ",1982-01-20T00:00:00.0000000,43.78988,-79.45762,2015-05-13T00:00:00.0000000,23038,709
1415," YONGE ST "," 130m SOUTH OF "," EGLINTON AVE W ","",1982-02-25T00:00:00.0000000,43.70542,-79.39809,2010-06-02T00:00:00.0000000,10474,3552
1416," YONGE ST ",""," GLOUCESTER ST "," IRWIN AVE ",1982-02-26T00:00:00.0000000,43.66656,-79.38523,2016-11-05T00:00:00.0000000,5517,9848
1417," FRONT ST W ",""," JOHN ST "," PRIVATE ACCESS ",1982-03-03T00:00:00.0000000,43.64398,-79.38873,2015-04-20T00:00:00.0000000,9921,13919
1418," JANE ST ",""," BLACK CR N JANE ST RAMP ","",1982-04-06T00:00:00.0000000,43.71272,-79.50642,2011-06-15T00:00:00.0000000,22056,53
1419," MARKHAM RD ",""," GREENBRAE CRCT "," GREENHOLM CRCT ",1982-05-10T00:00:00.0000000,43.76222,-79.22624,2014-04-08T00:00:00.0000000,15423,643
1420," BLACK CREEK DR ",""," TRETHEWEY DR ","",1982-04-06T00:00:00.0000000,43.69463,-79.48612,2012-11-05T00:00:00.0000000,28035,113
1421," BLACK CREEK DR ",""," TODD BAYLIS BLVD "," PRIVATE ACCESS ",1982-04-06T00:00:00.0000000,43.69111,-79.48386,2011-04-14T00:00:00.0000000,20502,288
